user_id,user_url,funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
76561198030636321,http://steamcommunity.com/profiles/76561198030636321,1 person found this review funny,"Posted April 2, 2015.",,255710,3 of 3 people (100%) found this review helpful,True,0
76561198007342405,http://steamcommunity.com/profiles/76561198007342405,1 person found this review funny,Posted February 13.,,236390,0 of 2 people (0%) found this review helpful,True,1
IJustWantedToTalk,http://steamcommunity.com/id/IJustWantedToTalk,1 person found this review funny,Posted May 13.,,550,0 of 1 people (0%) found this review helpful,False,0
IJustWantedToTalk,http://steamcommunity.com/id/IJustWantedToTalk,2 people found this review funny,Posted June 24.,,271590,1 of 5 people (20%) found this review helpful,False,0
mavros88,http://steamcommunity.com/id/mavros88,1 person found this review funny,"Posted May 28, 2015.",,288470,2 of 10 people (20%) found this review helpful,True,1
mavros88,http://steamcommunity.com/id/mavros88,2 people found this review funny,Posted May 7.,,298110,0 of 9 people (0%) found this review helpful,False,1
76561198056980314,http://steamcommunity.com/profiles/76561198056980314,1 person found this review funny,Posted June 15.,Last edited June 15.,236390,1 of 2 people (50%) found this review helpful,True,2
76561198077586769,http://steamcommunity.com/profiles/76561198077586769,1 person found this review funny,"Posted March 10, 2015.",,440,0 of 2 people (0%) found this review helpful,True,2
180577,http://steamcommunity.com/id/180577,1 person found this review funny,"Posted June 11, 2015.",,440,1 of 1 people (100%) found this review helpful,True,0
76561198057521157,http://steamcommunity.com/profiles/76561198057521157,1 person found this review funny,"Posted April 4, 2015.",,344760,1 of 2 people (50%) found this review helpful,True,1
76561198057389499,http://steamcommunity.com/profiles/76561198057389499,1 person found this review funny,"Posted December 25, 2015.",Last edited March 17.,252950,1 of 1 people (100%) found this review helpful,True,2
76561198057389499,http://steamcommunity.com/profiles/76561198057389499,2 people found this review funny,Posted May 4.,,318420,1 of 2 people (50%) found this review helpful,True,2
76561198030735076,http://steamcommunity.com/profiles/76561198030735076,1 person found this review funny,"Posted April 9, 2015.","Last edited April 9, 2015.",339610,8 of 16 people (50%) found this review helpful,False,0
Bonesdontrattlethem,http://steamcommunity.com/id/Bonesdontrattlethem,1 person found this review funny,"Posted June 20, 2014.","Last edited September 27, 2015.",4000,No ratings yet,True,1
76561198062403736,http://steamcommunity.com/profiles/76561198062403736,6 people found this review funny,Posted September 3.,Last edited September 3.,335300,4 of 6 people (67%) found this review helpful,True,1
hididdlyhoe,http://steamcommunity.com/id/hididdlyhoe,2 people found this review funny,"Posted October 18, 2014.","Last edited May 7, 2015.",440,2 of 2 people (100%) found this review helpful,True,0
dicksoutforboromir,http://steamcommunity.com/id/dicksoutforboromir,718 people found this review funny,"Posted October 17, 2015.",Last edited May 6.,334230,512 of 630 people (81%) found this review helpful,True,0
dicksoutforboromir,http://steamcommunity.com/id/dicksoutforboromir,2 people found this review funny,Posted June 26.,,8930,3 of 5 people (60%) found this review helpful,True,1
dicksoutforboromir,http://steamcommunity.com/id/dicksoutforboromir,1 person found this review funny,Posted August 23.,,474750,1 of 3 people (33%) found this review helpful,True,2
Brayneeah,http://steamcommunity.com/id/Brayneeah,1 person found this review funny,Posted January 31.,,211420,1 of 3 people (33%) found this review helpful,False,1
76561198093381429,http://steamcommunity.com/profiles/76561198093381429,1 person found this review funny,"Posted January 8, 2015.",,200210,9 of 15 people (60%) found this review helpful,True,1
BugsyBro,http://steamcommunity.com/id/BugsyBro,1 person found this review funny,"Posted May 5, 2015.",,322910,8 of 9 people (89%) found this review helpful,True,1
Jyep,http://steamcommunity.com/id/Jyep,1 person found this review funny,Posted May 16.,,230410,1 of 2 people (50%) found this review helpful,True,0
76561198075981950,http://steamcommunity.com/profiles/76561198075981950,1 person found this review funny,"Posted August 26, 2015.",,221100,0 of 3 people (0%) found this review helpful,True,2
76561198079326390,http://steamcommunity.com/profiles/76561198079326390,1 person found this review funny,"Posted December 16, 2014.",,105600,1 of 1 people (100%) found this review helpful,True,0
8789568,http://steamcommunity.com/id/8789568,1 person found this review funny,"Posted March 23, 2015.",,252490,2 of 5 people (40%) found this review helpful,True,1
ByzGirl,http://steamcommunity.com/id/ByzGirl,23 people found this review funny,"Posted September 20, 2015.","Last edited September 25, 2015.",305620,64 of 67 people (96%) found this review helpful,True,1
C14M8S,http://steamcommunity.com/id/C14M8S,1 person found this review funny,"Posted September 3, 2014.",,200210,2 of 3 people (67%) found this review helpful,True,1
C14M8S,http://steamcommunity.com/id/C14M8S,1 person found this review funny,"Posted August 19, 2014.",,620,2 of 4 people (50%) found this review helpful,True,1
gusvu,http://steamcommunity.com/id/gusvu,1 person found this review funny,"Posted October 13, 2014.",,241930,No ratings yet,True,1
Punixa,http://steamcommunity.com/id/Punixa,1 person found this review funny,"Posted July 4, 2015.",,374301,0 of 1 people (0%) found this review helpful,True,1
Punixa,http://steamcommunity.com/id/Punixa,2 people found this review funny,"Posted May 23, 2015.",,366660,0 of 1 people (0%) found this review helpful,True,1
calii,http://steamcommunity.com/id/calii,100 people found this review funny,Posted June 3.,,378648,376 of 413 people (91%) found this review helpful,True,2
calii,http://steamcommunity.com/id/calii,3 people found this review funny,Posted February 27.,Last edited June 7.,292030,7 of 9 people (78%) found this review helpful,True,2
camduman,http://steamcommunity.com/id/camduman,1 person found this review funny,Posted June 26.,,303210,No ratings yet,True,1
aquelecaraqfazaquilo,http://steamcommunity.com/id/aquelecaraqfazaquilo,1 person found this review funny,"Posted January 28, 2015.",,218230,No ratings yet,False,1
aquelecaraqfazaquilo,http://steamcommunity.com/id/aquelecaraqfazaquilo,1 person found this review funny,"Posted September 30, 2014.",,323500,No ratings yet,True,1
jonjon4351,http://steamcommunity.com/id/jonjon4351,1 person found this review funny,"Posted December 7, 2013.",,220240,No ratings yet,True,2
76561198062276935,http://steamcommunity.com/profiles/76561198062276935,2 people found this review funny,"Posted July 5, 2015.",,221100,6 of 8 people (75%) found this review helpful,False,0
76561198067721589,http://steamcommunity.com/profiles/76561198067721589,5 people found this review funny,Posted March 22.,,435870,224 of 365 people (61%) found this review helpful,False,1
76561198070087725,http://steamcommunity.com/profiles/76561198070087725,1 person found this review funny,"Posted February 18, 2014.",,48700,1 of 1 people (100%) found this review helpful,True,1
76561198045283919,http://steamcommunity.com/profiles/76561198045283919,2 people found this review funny,Posted June 11.,,394360,7 of 17 people (41%) found this review helpful,False,0
76561198081438874,http://steamcommunity.com/profiles/76561198081438874,1 person found this review funny,Posted June 24.,,207140,0 of 1 people (0%) found this review helpful,True,1
76561198072411281,http://steamcommunity.com/profiles/76561198072411281,1 person found this review funny,"Posted January 18, 2015.",,17480,2 of 3 people (67%) found this review helpful,True,2
76561198072411281,http://steamcommunity.com/profiles/76561198072411281,1 person found this review funny,"Posted January 18, 2015.",,332800,No ratings yet,True,0
76561198072411281,http://steamcommunity.com/profiles/76561198072411281,1 person found this review funny,"Posted January 18, 2015.",,319510,No ratings yet,True,2
melonmaniac,http://steamcommunity.com/id/melonmaniac,2 people found this review funny,"Posted November 27, 2015.",,730,2 of 2 people (100%) found this review helpful,True,0
76561198058842042,http://steamcommunity.com/profiles/76561198058842042,1 person found this review funny,Posted March 19.,Last edited March 20.,301520,3 of 4 people (75%) found this review helpful,False,1
cheetahpocalypse,http://steamcommunity.com/id/cheetahpocalypse,1 person found this review funny,"Posted February 16, 2014.",,72850,1 of 1 people (100%) found this review helpful,True,1
Axzothrift,http://steamcommunity.com/id/Axzothrift,2 people found this review funny,"Posted December 19, 2015.","Last edited December 22, 2015.",393420,1 of 2 people (50%) found this review helpful,True,0
chicken_tonight,http://steamcommunity.com/id/chicken_tonight,1 person found this review funny,Posted June 30.,,286160,2 of 3 people (67%) found this review helpful,True,2
chidvd,http://steamcommunity.com/id/chidvd,4 people found this review funny,"Posted July 15, 2015.","Last edited July 16, 2015.",224060,23 of 52 people (44%) found this review helpful,True,2
chidvd,http://steamcommunity.com/id/chidvd,3 people found this review funny,"Posted July 23, 2015.",,376560,24 of 75 people (32%) found this review helpful,True,1
76561198097450390,http://steamcommunity.com/profiles/76561198097450390,1 person found this review funny,"Posted August 10, 2014.",,304930,No ratings yet,False,1
76561198061273070,http://steamcommunity.com/profiles/76561198061273070,3 people found this review funny,"Posted July 20, 2015.",,105600,3 of 5 people (60%) found this review helpful,True,1
SmeshDoge,http://steamcommunity.com/id/SmeshDoge,1 person found this review funny,"Posted February 15, 2015.","Last edited October 8, 2015.",730,No ratings yet,True,2
76561198037342853,http://steamcommunity.com/profiles/76561198037342853,2 people found this review funny,"Posted June 1, 2015.",,730,2 of 2 people (100%) found this review helpful,True,2
76561198062869989,http://steamcommunity.com/profiles/76561198062869989,1 person found this review funny,"Posted August 13, 2015.",,204360,2 of 3 people (67%) found this review helpful,True,2
76561198062869989,http://steamcommunity.com/profiles/76561198062869989,1 person found this review funny,"Posted December 19, 2013.",,570,2 of 3 people (67%) found this review helpful,True,2
harrisonnorris,http://steamcommunity.com/id/harrisonnorris,1 person found this review funny,"Posted June 25, 2015.","Last edited June 25, 2015.",730,1 of 3 people (33%) found this review helpful,True,2
76561198142474106,http://steamcommunity.com/profiles/76561198142474106,1 person found this review funny,"Posted December 13, 2015.","Last edited December 23, 2015.",4000,1 of 1 people (100%) found this review helpful,True,0
76561198142474106,http://steamcommunity.com/profiles/76561198142474106,1 person found this review funny,"Posted October 24, 2015.",,107410,No ratings yet,False,1
ciborg2000,http://steamcommunity.com/id/ciborg2000,3 people found this review funny,Posted June 24.,,329650,5 of 6 people (83%) found this review helpful,True,1
ciborg2000,http://steamcommunity.com/id/ciborg2000,3 people found this review funny,"Posted August 11, 2015.",Last edited July 14.,107410,3 of 3 people (100%) found this review helpful,True,0
ciborg2000,http://steamcommunity.com/id/ciborg2000,2 people found this review funny,"Posted November 6, 2015.",,203290,5 of 10 people (50%) found this review helpful,False,1
Norf_Norf,http://steamcommunity.com/id/Norf_Norf,2 people found this review funny,Posted May 24.,Last edited August 22.,364360,7 of 9 people (78%) found this review helpful,True,2
Norf_Norf,http://steamcommunity.com/id/Norf_Norf,8 people found this review funny,"Posted June 1, 2014.",Last edited January 30.,22380,7 of 9 people (78%) found this review helpful,True,1
Norf_Norf,http://steamcommunity.com/id/Norf_Norf,2 people found this review funny,"Posted June 1, 2014.",,6020,7 of 9 people (78%) found this review helpful,True,1
Norf_Norf,http://steamcommunity.com/id/Norf_Norf,1 person found this review funny,"Posted September 16, 2014.","Last edited September 16, 2014.",224260,4 of 6 people (67%) found this review helpful,True,1
